token_ticker,sentiment_score,mCap
FROSTY,-0.5740740740740741,4690
FRUIT,-1.0,4557
FS,-0.3333333333333333,4969
FSCD,-0.15151515151515152,6500
FSG,-0.3870967741935484,4263
FSH,-0.14285714285714285,5199
FSIC,-1.0,4143
FSN3000,-0.28743961352657005,5490
FT150,-0.625,10597
FTJ500,-0.26537785588752194,110364
FTX,-0.2631578947368421,5541
FUBAO,-0.11764705882352941,9187
FUC,-0.26881720430107525,5866
FUCK ETH,-0.17647058823529413,5778
FUCKADIN,0.14285714285714285,22185
FUCKCELEB,-0.2289156626506024,4416
FUCKCTO,-0.5454545454545454,4392
FUCKJENNER,-0.3076923076923077,8179
FUCKPAULY,-0.5483870967741935,6501
FUCKTRON,-0.6,4353
FUCKTRUMP,-0.6,4612
FUD,-0.375,9567
FUFU,-0.3333333333333333,4482
FUKU,-0.38461538461538464,4552
FUKYOU,-0.6470588235294118,5046
FUND,-0.09090909090909091,35627
FURDA,-0.6,5871
FUTA,-0.4666666666666667,6336
FWC,-0.457286432160804,8283
FWEI,1.0,4981
FWEL,0.7197197197197197,9177
FWIEN,-0.2727272727272727,5924
FWIEN,-0.2727272727272727,4309
FWON,0.0,4317
FWOON,0.78,13263
FYRE,0.1111111111111111,7450
Faddy,-1.0,32369
FatPepe,-0.2446351931330472,33646
Father,-0.6923076923076923,12569
Father,-0.6923076923076923,5993
FiDog,-0.375,5067
Fifi,-0.30612244897959184,5832
Figgles,0.2,6342
Finn,-0.3076923076923077,4467
Flame,-0.6421052631578947,4219
Flex,-1.0,4319
Flow,-0.0625,4575
FlynnVP,-1.0,5041
FoM,-0.4225352112676056,5718
Forest,1.0,4447
Foxe,-0.4444444444444444,7762
Foxi,-0.42105263157894735,4322
Freaky bob,-1.0,8764
Frens,-0.8095238095238095,21689
Frogie,0.16666666666666666,48105
Fudder,-0.5172413793103449,5320
Fusa,-0.2857142857142857,6953
Futa,-0.3333333333333333,4662
Fuzai,-0.2727272727272727,4336
Fwogus,-0.21836228287841192,4595
Fwork,-0.3559322033898305,4372
G,-1.0,4499
G,-1.0,4579
GAE,-0.18181818181818182,5867
GAIN,-0.23642732049036777,5186
GAIN,-0.23642732049036777,4933
GAME,-1.0,4702
GAMER,-1.0,4278
GAMMA,-0.8823529411764706,8633
GARBAGE,-0.5,6682
GARY,-0.38461538461538464,4769
GASTON,-0.3392857142857143,4864
GAT,-1.0,4421
GAY,-0.32947976878612717,4848
GAY,-0.32947976878612717,5488
GAY,-0.32947976878612717,4356
GAYME,-1.0,15428
GAYSCREENR,-0.45901639344262296,4728
GBA,-1.0,6157
GC,-0.3897058823529412,5041
GD,-0.5727272727272728,4494
GEEKED,-0.43548387096774194,5546
GEM,-0.1794871794871795,4545
GEMINI2,-0.09090909090909091,5318
GENESIS,-0.7142857142857143,4099
GEORGIE,-0.464,27171
GEPE,-0.1958762886597938,9963
GFL,0.2,4087
GFM,-0.4942528735632184,5896
GG,-0.18811881188118812,112479
GHOST,-0.3771106941838649,5509
GHOST,-0.3771106941838649,4462
GIGAGOAT,-0.19148936170212766,4825
GIGAPEPE,-0.5076923076923077,25479
GIGATRUMP,-0.08333333333333333,14066
GIGG,-0.2,85593
GIGGA,-0.7142857142857143,4530
GIKO,1.0,5534
GILL,-0.5,5198
GILLY,-0.6923076923076923,6446
GINGJOY,-1.0,4270
GINNAN,-0.6923076923076923,4910
GINNAN,-0.6923076923076923,5069
GL420,0.0,4153
GLIM,-0.5,4509
GLIZZY47,0.25,5944
GLORIA,-0.6,5058
GM,-0.2366412213740458,4731
GM,-0.2366412213740458,4987
GM,-0.2366412213740458,6631
GMAIL,-0.15789473684210525,5143
GMARIO,-0.7142857142857143,4906
GMC,-0.3644859813084112,4387
GMC,-0.3644859813084112,8118
GMCAT,-1.0,4321
GMEPOP,-0.5135135135135135,4435
GMEW,-0.3333333333333333,4727
GNOME,0.125,4146
GNUN,-0.3333333333333333,4784
GOAT,0.0,4165
GOAT,0.0,4279
GOAT,0.0,4229
GOATDOG,-1.0,5102
GOATS,-1.0,6272
GODFATHER,-1.0,4145
GODFATHER,-1.0,14055
GOEG,0.14285714285714285,4125
GOKU,-0.25,6978
GOLD,-0.5,4394
GOLD,-0.5,5266
GOLDI,-0.75,5331
GOOFS,0.20588235294117646,5137
GOOK,-0.3231552162849873,7002
GOOMBA,-0.21739130434782608,7079
GOPRO CAT,0.0,11021
GORF,-0.125,4334
GORM,-0.5510204081632653,38936
GOTHGF,-0.625,79803
GP,-0.48148148148148145,4817
GPIG,0.0,5743
GPS,-0.46987951807228917,5423
GPS,-0.46987951807228917,5194
GPT,-0.14285714285714285,4959
GPT5,-1.0,740898
GQ,0.1111111111111111,6439
GR00T,-0.18181818181818182,4562
GRAJS,-0.6470588235294118,4162
GRANDMA,-0.2,5652
GRANDPA,-0.6774193548387096,4365
GRASS,-0.45652173913043476,4258
GREED,-0.25925925925925924,52228
GREEN,-0.38672768878718533,4234
GREEN,-0.38672768878718533,8528
GREEN,-0.38672768878718533,4980
GREG,-0.31333333333333335,4772
GREG,-0.31333333333333335,4911
GREGORY,0.45454545454545453,4787
GRIMACEX,0.0,4177
GROKCAT,-0.2,4398
GROKWIF,0.2727272727272727,7875
GROYPER,0.23076923076923078,4284
GRPHONE,-0.6363636363636364,4513
GRUBAT,-0.6666666666666666,4437
GRUK,-0.6923076923076923,9423
GRUK,-0.6923076923076923,71909
GRUMP,-1.0,6317
GRUMPO,-0.8823529411764706,8735
GTA,-0.037037037037037035,23747
GTOILET,-0.3142857142857143,52137
GUDTEK,-0.42857142857142855,9572
GUMSHOOS,1.0,4859
GUS,-1.0,5003
GWAG,-0.3333333333333333,5313
GWEN,-0.13793103448275862,4327
GWORP,0.0,8156
GYATTBERG,-0.16666666666666666,4668
Gambol,-0.10344827586206896,4626
GameCock,-0.75,12039
Gang,-0.35172413793103446,9846
Gerry,-0.28169014084507044,47576
GhostVPN,-0.5,6663
GigaCat,-1.0,4456
Giggles,-0.125,5006
GlaDoS,-1.0,9418
Goat,-0.175,16552
God,-1.0,5244
GodMother,-1.0,4022
Goku,-0.8,4811
Goofi,-0.4230769230769231,4569
Gorda,-0.2897196261682243,8171
Goron,-0.16666666666666666,6358
Grace,-0.6,4985
Green,-0.015873015873015872,96441
Greta,-0.7272727272727273,38146
Grok 2,-0.8518518518518519,5710
Grump,-0.3333333333333333,4225
GuaXiao,-0.25,4201
Guido,1.0,4480
HAA,-1.0,4956
HAALAND,-0.2345679012345679,5211
HABIBI,0.02564102564102564,4076
HABIBTI,-0.7142857142857143,5083
HADES,1.0,4108
HADTO,-0.29411764705882354,5164
HALL,-0.6363636363636364,4299
HALLOWEEN,-1.0,5687
HAMB,-0.5294117647058824,34925
HANDI,-0.36363636363636365,4198
HANK,-0.44,4961
HANK,-0.44,8313
HANU,-0.6363636363636364,4352
HAPI,-0.45098039215686275,4713
HAPPY,-0.36363636363636365,187926
HAPPY,-0.36363636363636365,4460
HAPPYDAD,-0.5,7641
HARD,-0.5384615384615384,120538
HASMA,-0.14285714285714285,4128
HATCAT,-0.29515418502202645,4930
HAWKT,-0.38214643931795383,4658
HAWKWIF,-0.25,5837
HBO,-0.3103448275862069,4892
HC,-0.3186119873817035,7201
HC,-0.3186119873817035,5509
HD,-0.10714285714285714,4516
HDJU,0.0,5079
HDMI,-0.4387755102040816,40559
HDOL,-0.21052631578947367,4268
HEAT,-1.0,4640
HEAVY,-1.0,4493
HELI,-0.25,5152
HER,-0.4666666666666667,6754
HERA,-0.5,4182
HERB,-0.3125,5686
HI,0.0379746835443038,5410
HIDD,-0.6666666666666666,4103
HIKIKO,-0.5,5343
HIM,-0.13855421686746988,5093
HIM,-0.13855421686746988,4256
HIM,-0.13855421686746988,4228
HIMARI,1.0,4218
HIT,-0.3274336283185841,5499
HIW,-0.5813953488372093,4296
HOE,-0.3333333333333333,4666
HOLY,-0.2727272727272727,4874
HOME,-0.1949685534591195,4577
HOMO,-0.0967741935483871,4523
HOO,-0.7575757575757576,5925
HOPE,-0.040983606557377046,11252
HOPIUM,-1.0,4328
HOSHI,-0.4538152610441767,4417
HOSHI,-0.4538152610441767,7910
HOSS,-1.0,4836
HOTK,0.3333333333333333,4272
HOWLY,-0.10638297872340426,273539
HPUMP,-1.0,11646
HRTY,-0.43478260869565216,4455
HTL,-0.08695652173913043,4857
HTML,-0.1901840490797546,4914
HUDSON,-0.29411764705882354,7991
HUG,-1.0,6641
HUGH,-0.5,29516
HUGO,-0.6666666666666666,7278
HUH,0.1111111111111111,12136
HUH,0.1111111111111111,5721
HULK,-0.6666666666666666,4310
HULLY,0.6666666666666666,4413
HUMPER,-0.582089552238806,4384
HUMY,-0.2,4482
HUZZ,-0.25,9358
Hair,-0.3333333333333333,10318
Ham,-0.3333333333333333,4653
Hambo,-0.4588235294117647,5747
Hamri,-0.6363636363636364,4651
Hanabi,-0.8222222222222222,12698
Harry,-0.4827586206896552,10941
Hazel,-0.8545454545454545,20937
Helios,-1.0,4510
Hello,-0.42857142857142855,4428
Henson,-0.5,4217
HentAI,-1.0,51566
Hilly,-0.045454545454545456,4551
Hippo,-0.42857142857142855,4323
Hisoku,-0.3333333333333333,5363
Hochi,-0.5384615384615384,4375
HoldBilly,-0.4,4504
Hoppo,-0.375,4443
Horny,-0.5,766316
HorrorAI,-1.0,4090
Howie,-0.30578512396694213,5673
Hun,-0.12307692307692308,9958
HyperSun,-0.24285714285714285,12701
Hypnotoad,-0.7647058823529411,5436
IB,-0.6216216216216216,17820
IB,-0.6216216216216216,663397
IBELIN,0.2571428571428571,4486
ICARUS,0.0,5701
ICE,-0.5,4723
ICED,-0.3670886075949367,5647
ICY,-0.7777777777777778,4837
ID,-1.0,5453
IDGAF,-0.5709677419354838,7740
IGF,-0.46774193548387094,5043
IGGE,-0.5555555555555556,21364
IGGY,-0.18518518518518517,4276
IGGY,-0.18518518518518517,4491
IGGY,-0.18518518518518517,4487
IGGY,-0.18518518518518517,4352
IGGY,-0.18518518518518517,4569
ILYSM,-0.3333333333333333,5920
IMEME,-1.0,4155
INT,-0.5483870967741935,9377
IRS,-0.33495145631067963,31019
ISABELLE,-0.5590551181102362,5478
ISHMAEL,-0.16666666666666666,9723
ITO,0.03225806451612903,9584
ITSUMI,-1.0,5620
ITULY,-0.5652173913043478,4837
IVY,-0.3723404255319149,4761
IYKYK,-0.4074074074074074,4774
IYKYK,-0.4074074074074074,5024
Indra,-0.7352941176470589,5145
Inventory,-0.10204081632653061,4506
Itscorn,-0.6923076923076923,9909
JAIL,0.10344827586206896,5150
JAMES,-0.8181818181818182,4182
JANUSZ,-0.12195121951219512,5291
JAPEPE,-1.0,4058
JARMIN,0.0,4310
JCAT,-0.3333333333333333,4941
JD VAUNCE,0.5,5445
JEET,-1.0,4931
JENNY,-1.0,407913
JERRY,-1.0,4951
JESSIE,-0.64,4305
JEWDENG,-0.3076923076923077,5223
JEWFUN,-0.4,4307
JIFFY,-0.47368421052631576,4433
JIM,-0.3488372093023256,4312
JIMP,-0.3333333333333333,4265
JING,-0.3333333333333333,5766
JIZZCOIN,-0.42857142857142855,11837
JMAN,-0.1638418079096045,5862
JOEY,-0.104,4793
JOHN,0.0,10400
JOHNFLOCK,-1.0,4477
JOI,1.0,4622
JOKR,-1.0,4338
JOLLY,-1.0,4496
JONESY,-0.52,45168
JOSH,-0.5,20257
JOVANISH,1.0,4149
JP,-0.4166666666666667,6926
JUMBO,-1.0,4122
JUSTIN,-0.6666666666666666,5334
JUUL,-1.0,4440
Jajak,-0.6363636363636364,92417
Jay,-0.36153846153846153,4868
Jeet,-0.4666666666666667,4736
Jeetpal,-0.05319148936170213,16325
Jeffry,-1.0,4597
Jellie,-0.2702702702702703,4896
Jelly,-0.29411764705882354,4258
Jilly,-1.0,4513
Jindo,-0.6363636363636364,5688
Joe,0.05813953488372093,4366
Joe,0.05813953488372093,8711
Joker,-0.5555555555555556,6722
Jona,-0.7428571428571429,7244
Junie,0.0,4885
Justice,-0.2,4368
KAASHH,-1.0,4119
KABOOM,-0.5178571428571429,5386
KABOSU,0.17647058823529413,4067
KABSPLORE,-0.28205128205128205,4615
KAGURA,-0.6,4437
KAI,-0.8571428571428571,4708
KAIRO,-1.0,4070
KAL,0.3333333333333333,7093
KALLY,-1.0,5019
KAMLA,-0.06976744186046512,6723
KAMLCTO,-0.6538461538461539,4311
KAPPA,1.0,15922
KARATE,-1.0,4236
KARIN,-0.2222222222222222,4700
KARMA,-0.7333333333333333,4641
KART,0.14285714285714285,4797
KAYLA,-0.8947368421052632,4579
KAZOO,-0.0625,5056
KC,-0.6551724137931034,4885
KEKISTAN,-0.28205128205128205,4943
KEN,-1.0,4400
KENDU,-0.36585365853658536,5811
KEPE,-1.0,4652
KERO,-0.42857142857142855,6848
KEVIN,-0.2,5669
KEY,-0.23809523809523808,5669
KFC,0.0,4696
KGB,-0.40476190476190477,4329
KHABY,-0.76,4061
KHABY,-0.76,19712
KHABY,-0.76,4193
KIBA,1.0,25945
KIKO,-0.5357142857142857,4165
KILL,0.058823529411764705,4256
KILL PAMBI,-0.5,6450
KILLERCAT,1.0,4621
KIMI,-1.0,4124
KIMK,-0.5384615384615384,4318
KIMPUTIN,-0.15463917525773196,60514
KING,-0.4,4728
KING,-0.4,9236
KING,-0.4,9021
KING,-0.4,4710
KING,-0.4,10472
KIRA,0.14893617021276595,7119
KIRA,0.14893617021276595,4892
KIRA,0.14893617021276595,4090
KISIRI,-0.7391304347826086,5695
KITH,-0.6666666666666666,4792
KITLER,0.0,19068
KITSUNE,-0.3333333333333333,4356
KITSUNE,-0.3333333333333333,4265
KIWI,-0.5151515151515151,4140
KIZUNA,-0.3333333333333333,5140
KLING,-0.3333333333333333,9785
KNIGHT,-0.24324324324324326,6066
KNIGHT,-0.24324324324324326,10162
KOH,-0.2,9404
KOJO,-0.3333333333333333,4183
KOL,-0.6666666666666666,4639
KOL,-0.6666666666666666,4286
KOLT,-0.44680851063829785,89152
KOOKIE,0.10526315789473684,5159
KRAKEN,-0.33980582524271846,11277
KSUM,-0.20353982300884957,4797
KULT,-1.0,4207
KUMA,-0.375,7088
KUMA,-0.375,4845
KYC,-0.5217391304347826,5913
KYLO,-0.2608695652173913,5398
Kabocha,-0.42857142857142855,4683
Kabocha,-0.42857142857142855,4752
Kamala,0.32098765432098764,8747
Kane,-0.6666666666666666,4235
Kappa,-1.0,5032
Kardashian,-0.2857142857142857,4443
Karma,-0.4894433781190019,4687
Karma,-0.4894433781190019,19546
Kazumi,1.0,4082
Keith,-0.7777777777777778,27036
Ken,-0.7802197802197802,4547
Kiba,0.0,5775
Kilo,-0.14285714285714285,4351
Kilroy,-0.5,23981
Kily,-0.18120805369127516,4664
Kini,-0.08695652173913043,21778
Kisiri,-0.4603174603174603,5022
Kitty,-1.0,4542
KnifeCat,-0.4186046511627907,4247
Koda,-0.2052980132450331,7840
Koda,-0.2052980132450331,4729
Kopon,-0.15625,12737
Kosher,-0.3333333333333333,5628
Koto,-0.5789473684210527,6170
Krok,-0.18620689655172415,4254
Krypt,-0.7692307692307693,6898141
L,0.21739130434782608,4830
L,0.21739130434782608,4665
LAMA,0.2631578947368421,5442
LAMAR,-1.0,4418
LAMBO,-0.3,4610
LAMDUAN,-0.5977011494252874,46571
LANA,-0.40229885057471265,4694
LANDFATHER,-0.3333333333333333,4487
LANDFATHER,-0.3333333333333333,4377
LANDWU,-0.3333333333333333,11542
LASERELON,-1.0,4162
LC,-0.2564102564102564,5064
LEGION,-1.0,4676
LEGIT,-0.5,4208
LEGOAT,0.2,4481
LEGOCAT,-0.6666666666666666,4459
LEGOMOO,-0.30952380952380953,4636
LEMMY,-0.35714285714285715,5535
LENNY,-0.34759358288770054,37619
LENNi,-0.3469387755102041,17948
LETI,-0.33192389006342493,4830
LGBT,-0.48936170212765956,4782
LGBT,-0.48936170212765956,7419
LGBTQ,-0.6666666666666666,4375
LIBTARDS,-1.0,4699
LIDEN,-1.0,4302
LILY,-0.42168674698795183,6812
LILY,-0.42168674698795183,5116
LILY,-0.42168674698795183,4739
LILYAI,-0.043478260869565216,13841
LIMI,0.5,4542
LINK,1.0,5806
LIQANSEM,-1.0,4830
LISHAN,-1.0,4049
LIZ,-0.2727272727272727,4395
LIZZERD,-0.2727272727272727,4699
LLAMA,-0.8181818181818182,14694
LLG,-0.5,4172
LMAGA,-0.6,4157
LMAO,-0.22077922077922077,11038
LMAO,-0.22077922077922077,5511
LMAO,-0.22077922077922077,5405
LOA,-0.12280701754385964,4402
LOCKIN,-0.45454545454545453,4456
LOHAN,-0.8888888888888888,5516
LOHAN,-0.8888888888888888,7545
LONGBAO,1.0,5279
LOOK,-0.2796208530805687,3072770
LOOM,-0.6,7836
LOOPY,1.0,4322
LORD,-0.2857142857142857,4665
LOUBO,0.3333333333333333,4260
LOUDON,-0.6363636363636364,4836
LOUI,-0.2914285714285714,5061
LQC,-0.2692307692307692,1505813
LTP,-0.4,4652
LUCE,-1.0,16726
LUCE,-1.0,13110
LUCI,-0.625,4788
LUCI,-0.625,4401
LUCIFER,-0.3333333333333333,7548
LUCY,-0.03225806451612903,4807
LUCY,-0.03225806451612903,4897
LUKI,-0.5,4510
LULU,-0.4634146341463415,4403
LUMI,-0.06976744186046512,4896
LUNA,-0.75,7391
LUNI,-0.2413793103448276,5449
LUPO,-0.7391304347826086,9079
LVLY,-0.375,4234
LYNX,-0.5,4543
LYNX,-0.5,5660
LYNX,-0.5,5631
Laika,1.0,4258
Lalu,-0.2857142857142857,5162
LamboCat,0.0,4107
Lanawolf,-1.0,4322
Laszlo,-0.2214765100671141,7054
Laszlo,-0.2214765100671141,9850
LaughDog,-0.22394678492239467,9288
Lenka,-0.53125,6872
Life,-0.36923076923076925,6642
Lily,-0.0967741935483871,5005
Lionel,-0.6,5792
Lotusina,-0.2,4413
Love,-0.29411764705882354,4061
Love,-0.29411764705882354,4409
Lucefer,-1.0,85425
Lulu,-0.7142857142857143,23549
Luna,-1.0,3995
Luna,-1.0,5417
Luv,-0.10404624277456648,39818
MABA,0.0,10797
MABA,0.0,4301
MACD,-0.4,8550
MACIE,-0.4,4687
MAD,-0.6666666666666666,4106
MADPUSSY,-1.0,4471
MAFA,0.0,4587
MAGA,-0.3935018050541516,11902
MAGA,-0.3935018050541516,4341
MAGA,-0.3935018050541516,79426
MAGA,-0.3935018050541516,4121
MAGA,-0.3935018050541516,5381
MAGA,-0.3935018050541516,4324
MAGAA,-1.0,4092
MAGATRON,-0.4666666666666667,4325
MAGATRUCK,-0.8,6690
MAGAZINGA,-0.26732673267326734,5321
MAJOR,0.16666666666666666,4975
MAKO,-0.2857142857142857,4919
MALLY,-0.3333333333333333,4326
MALONE,-1.0,5853
MAMIPEPE,-0.11926605504587157,4252
MANDOG,-0.6,4516
MANNY,-0.5578947368421052,4517
MAO,-0.36787564766839376,9711
MAO,-0.36787564766839376,4388
MAPE,-0.6666666666666666,4653
MARIA,1.0,4970
MARK,-0.42857142857142855,4449
MARK,-0.42857142857142855,23029
MARLEY,0.0,4496
MARTIN,0.14285714285714285,13600
MASA,-0.2808988764044944,6810
MASKED,-0.40350877192982454,4432
MASOA,-0.3333333333333333,4750
MATILDA,1.0,4530
MATRIX,-0.27702702702702703,4832
MATRIX,-0.27702702702702703,4557
MATRIX,-0.27702702702702703,29784
MATT,0.0,4227
MAURY,-0.2727272727272727,4219
MAWA,-0.3333333333333333,14426
MAWIN,0.0,117336
MAX,-0.4025974025974026,4364
MAXI,-0.27586206896551724,5105
MAXWELL,-0.14285714285714285,276155
MAZA,-0.4881889763779528,6097
MAZE,-1.0,5290
MC,-0.36585365853658536,4429
MC,-0.36585365853658536,9099
MCBLK,-0.3333333333333333,4549
MCC,-0.02074688796680498,4207
MCJAK,-1.0,6058
MCTRUMP,1.0,4490
MD,-0.45454545454545453,4172
MD,-0.45454545454545453,5325
MDGA,-0.5555555555555556,4045
MDGA,-0.5555555555555556,4291
MDog,-0.4036697247706422,4862
ME,-0.5294117647058824,4539
ME,-0.5294117647058824,6158
MEAT,0.1111111111111111,4682
MEETO,-0.5443037974683544,4169
MEH,-0.3488372093023256,5587
MELL,-0.18181818181818182,4285
MELLOW,-0.5,4098
MEME,0.0,10608
MEMEORIAL,-0.30158730158730157,5268
MEMESAGE,-0.36231884057971014,6664
MEN,-0.3333333333333333,6244
MEODENG,-0.46987951807228917,7842
MEON,-0.2727272727272727,4609
MEOW,0.017543859649122806,5494
MEOWAI,-1.0,4711
MEOWS,-0.3333333333333333,4720
MEQ,-1.0,41571
MERK,0.0,9923
MESSIAH,-0.6,5042
METCH,-0.25333333333333335,7983
MF,-0.6666666666666666,4387
MF,-0.6666666666666666,5880
MFR,-0.041666666666666664,4603
MFW,-0.4216335540838852,9692
MGC,-0.27626459143968873,4688
MHGA,0.0,4237
MI,-0.3853211009174312,5640
MIAMI,-0.47368421052631576,5084
MIBABY,-0.41975308641975306,4401
MICHAEL,-0.14285714285714285,4497
MICHI,-0.18181818181818182,7058
MICHI,-0.18181818181818182,6025
MIDAS,-0.08661417322834646,7102
MIDGET,-0.7142857142857143,4696
MIGGLES,0.0,4243
MIGOS,-0.7142857142857143,4078
MIHARU,-0.3333333333333333,14663
MIHARU,-0.3333333333333333,4250
MIKO,-0.5862068965517241,4508
MILES,-0.39037433155080214,5412
MILF,0.09090909090909091,4130
MILF,0.09090909090909091,4823
MILK,-0.30855018587360594,5065
MILK,-0.30855018587360594,1372819
MILKI,-0.288135593220339,4554
MILKY,-0.48,6082
MILLY,-0.5,4275
MIM,-0.2857142857142857,4337
MIMI,-0.3333333333333333,4895
MIMI,-0.3333333333333333,4460
MIMI,-0.3333333333333333,17340
MIMI,-0.3333333333333333,35603
MIND,-0.5,4012
MINDBLOW,-0.14285714285714285,4251
MINI,0.0,37695
MINU,-0.10429447852760736,4772
MIO,-1.0,4327
MIRU,-0.40816326530612246,4647
MISSED,-1.0,4065
MIWA,-0.037037037037037035,4701
MIZUKI,-0.7777777777777778,5528
MJEW,-0.12903225806451613,4865
MKT,-0.3684210526315789,4398
MLK,0.06666666666666667,28405
MLKRS,-0.45454545454545453,4717
MMK,-0.21951219512195122,6131
MMNW,-0.27422680412371137,5671
MOC,-0.2,4384
MOCHA,-1.0,5274
MOCHI,-0.3142857142857143,4215
MOCHI,-0.3142857142857143,5557
MOCHI,-0.3142857142857143,4914
MODEL,0.06666666666666667,5329
MOE,-1.0,4436
MOG,-0.7142857142857143,4782
MOGA CTO,0.0,4993
MOJO,0.0,6617
MOKA,-0.10344827586206896,6843
MOKA,-0.10344827586206896,4488
MOM,0.0,6538
MOMM,-0.1891891891891892,4953
MOMMYGOAT,-0.31210191082802546,5478
MOMMYV2,-1.0,4133
MOMO,-0.4911242603550296,5478
MOMO,-0.4911242603550296,4108
MOMO,-0.4911242603550296,4991
MONKE,-1.0,4370
MONKEYS,0.0,6091
MONKEYS,0.0,5356
MONKYP,-0.3488372093023256,4822
MONSTAH,-0.4117647058823529,5391
MOO ZILLA,-0.3333333333333333,4420
MOOD,-1.0,6559
MOODUCK,1.0,5051
MOON,-0.3333333333333333,6703
MOON,-0.3333333333333333,4158
MOONA,-0.31313131313131315,4064
MOONDENG,-1.0,12644
MOONKY,0.5,18194
MOONPIE,-1.0,8397
MOOSE,-1.0,4178
MOOTOON,-0.6054421768707483,24059
MOOWAAN,-0.627906976744186,12124
MOPE,0.0,4219
MORTY,-0.3684210526315789,4946
MOSHI,-0.7619047619047619,405079
MOSSAD,-1.0,8496
MOTHER,0.1111111111111111,4601
MOTHER,0.1111111111111111,4016
MOTO,-0.2857142857142857,6733
MOTY,-0.41284403669724773,4288
MOU,0.1111111111111111,9874
MOW,-0.5319148936170213,9971
MP,-0.08333333333333333,4604
MPAT,-0.125,9273
MPUPPY,-0.20610687022900764,4664
MRAW,-1.0,4353
MRD,-0.07692307692307693,4138
MSGA,-0.6,11029
MSIgnite,1.0,4483
MSS,0.0,14860
MT,-1.0,4215
MTGA,-0.5,9491
MTGA,-0.5,4301
MTGOX,-0.6666666666666666,4326
MTJEW,-0.43529411764705883,5042
MTL,-0.25925925925925924,6514
MUCHAD,-0.17647058823529413,6205
MUD,0.0,4349
MUFFIN,-0.109375,4232
MUGA,-0.18725099601593626,4796
MUGI,-0.39267015706806285,4804
MUH,-0.5588235294117647,4712
MURCAT,1.0,4507
MURVEL,-0.6,4655
MUVA,-0.7142857142857143,4336
MVP,-0.3333333333333333,4082
MWONKE,-1.0,4876
MWOODENG,-0.07317073170731707,4970
MYBUSH,-0.5555555555555556,4258
MYRA,-0.5,4532
MYRA,-0.5,4204
MYST,-0.3382352941176471,5112
MYTH,-1.0,4581
Mad,-0.8333333333333334,14064
Magick,-0.2876712328767123,5273
Magnet,0.05263157894736842,5533
Magnifest,-0.02247191011235955,4553
Maltese,-1.0,20627
Man,-0.2077028885832187,4423
ManBearPig,-0.6756756756756757,4324
MariAI,-0.4166666666666667,4718
Mario,0.0,4575
Mario,0.0,4236
Maru,-0.7391304347826086,5901
Marv,-1.0,4834
Marvin,-0.5652173913043478,148656
Maurice,-0.42857142857142855,5036
Max,-1.0,4345
Maymo,-0.6,4619
McDREAMY,-0.2,4898
McDog,-0.6153846153846154,4664
McHat,0.14285714285714285,5220
Meaty,0.5,6909
Meche,0.0,5326
MemesAI,-0.5625,59011290
Mentor,-0.4375,8228
Meow,-0.5247524752475248,6199
Meow,-0.5247524752475248,5302
Mew,-0.23333333333333334,4298
Mewoo,-0.20610687022900764,5173
Mia,-0.6,6847
MicroPenis,-0.5138121546961326,4314
Mill,-0.48917748917748916,6779
Milo,-0.38461538461538464,5329
Minu,0.09090909090909091,4916
Miro,0.396,6153
Missing,-0.4247787610619469,4326
Mitski,-1.0,6536
Miyako,-0.5555555555555556,4943
Mommy,-0.5454545454545454,14459
MommyAI,-1.0,4522
Monkey Pox,1.0,4153
Monkeytit,-0.42857142857142855,4354
Moon,-0.4444444444444444,27123
Moonbix,-0.9459459459459459,5021
Moony,-0.5555555555555556,4147
Motion,-0.52,4958
Moxy,-0.3333333333333333,4651
Mr Blobby,-0.4,4116
MrV,-0.6842105263157895,14283
MsDeng,-0.14285714285714285,4409
MumbAI,0.5,4814
Médor,-0.35,4144
Māo,-0.6,5063
NAKO,-0.010101010101010102,4155
NALA,-0.4,6689
NAMHOM,-0.13333333333333333,4536
NAMHOM,-0.13333333333333333,4458
NANA,-0.1111111111111111,4396
NANA,-0.1111111111111111,4110
NANA,-0.1111111111111111,4577
NAPPY,-0.4146341463414634,5496
NARRATIVE,0.08695652173913043,10073
NARRATIVE,0.08695652173913043,4557
NARUTO,-0.5,6926
NATASHA,-0.2,12982
NCAT,-0.6774193548387096,4543
NCHAD,-0.5,11823
NEAR,0.0,7178
NEBULA,-0.34182590233545646,11851
NECK,-0.23809523809523808,10345
NEIGRO,-1.0,6240
NEIRILIO,-0.3559322033898305,4926
NEIRO,-0.42857142857142855,4070
NEIRO,-0.42857142857142855,4277
NEIRO,-0.42857142857142855,4276
NEIROUSA,-0.3333333333333333,5002
NEIRU,-0.2727272727272727,16783
NEKO,-0.3333333333333333,4434
NEKO,-0.3333333333333333,5219
NENNER,-1.0,4078
NEO,-1.0,4331
NEONVEINS,0.0,5437
NEPE,-0.3559322033898305,4580
NES,-0.3333333333333333,4401
NEW,-0.48314606741573035,5351
NEWDOGE,-0.3333333333333333,5745
NEWTON,-0.7647058823529411,5226
NFB3000,-1.0,4396
NFK,-0.4688995215311005,4643
NFT,-0.2,5872
NGL,-0.2857142857142857,8899
NGMI,-0.75,4582
NICK,-0.3263157894736842,4792
NICKY,-0.38461538461538464,5174
NIGFARTIO,0.0,4319
NIGGA,-0.41304347826086957,6568
NIGGA,-0.41304347826086957,4089
