PCA1,PCA2,token_ticker,user_name,comment_id,cluster_kmeans,cluster_dbscan
-0.2347746861110481,-0.0979905129098227,SORA,BXkkX5,[reply],3,0
0.0568741453056453,-0.1435789948168581,SORA,Fumble,[reply],1,0
-0.2383100425673116,0.0879641370474753,SORA,holdmfer,[reply],2,0
0.0997157760695508,-0.1331036312199237,SORA,C3RPwn,[reply],0,0
0.1296691018079222,-0.0031435827705634,SORA,xauce,[reply],0,0
-0.2168812209991628,0.1404474635463868,SORA,EGf682,[reply],2,0
-0.0835279811997654,-0.116793604180016,SORA,AFSao3,[reply],1,0
-0.0577870907117405,0.2226888344661879,SORA,ABqU9s,[reply],2,0
-0.036774210321795,-0.1686576111902924,SORA,DMFCJW,[reply],1,0
-0.1237469133055342,-0.2562845595744425,SORA,DMFCJW,[reply],1,0
0.1592187841413132,-0.0818001839313501,SORA,ApLvm7,[reply],0,0
-0.0659030525857921,-0.2904878831461599,SORA,hek81u,[reply],1,0
-0.0142419131887474,-0.034158485782328,SORA,hek81u,[reply],1,0
0.0523060993583171,-0.0312029046504832,SORA,hek81u,[reply],1,0
-0.1134697266165939,0.1550465867415338,SORA,hek81u,[reply],2,0
-0.2169732375419134,-0.0558304481948135,SORA,FCQWak,[reply],3,0
0.1828071007316252,-0.0777829060920645,SORA,ClickCX4O,[reply],0,0
0.1224547450514393,0.0330579218320027,SORA,Fwxg9e,[reply],0,0
0.2879329428628909,-0.0196194116693847,SORA,Fwxg9e,[reply],0,0
-0.1736986137320085,0.0014635308400146,SORA,FCQWak,[reply],1,0
-0.1246069120925402,-0.1898564065229277,SORA,Fwxg9e,[reply],1,0
-0.025236692262726,-0.0255727024082054,SORA,stopcopyme,[reply],1,0
0.2042526408675162,-0.0909973425415855,SORA,Fwxg9e,[reply],0,0
-0.2896065389595529,0.0043959867518101,SORA,Cpj9fW,[reply],3,0
0.1938315492846373,-0.078708656923747,SORA,seethru1,[reply],0,0
-0.1195263138074789,-0.0134784543869118,SORA,seethru1,[reply],1,0
-0.2523249005052906,-0.1497627985646783,SORA,ch3ckm8,[reply],3,0
-0.0964371354021795,-0.1606044708466444,SORA,ch3ckm8,[reply],1,0
-0.0964371354021795,-0.1606044708466444,SORA,ch3ckm8,[reply],1,0
0.1242542058840313,-0.028066845423166,$PEPE,oke832,[reply],0,0
0.2895122131316144,-0.0134152357182004,$PEPE,belowmegay,[reply],0,0
0.2291930933116629,-0.0816679946172012,$PEPE,nonukeplz,[reply],0,0
0.0671989716828153,0.0919155764581478,$PEPE,kmsifno10x,[reply],0,0
-0.0577870907117405,0.2226888344661879,$PEPE,6PXeZ8fjf,[reply],2,0
0.2813184679490346,0.0810730318090185,$PEPE,FHsS3n,[reply],0,0
0.2197468016819821,-0.0013859075281135,$PEPE,hanscrypto,[reply],0,0
0.0945967588682685,-0.0742564437508725,$PEPE,belowmegay,[reply],0,0
-0.0435481215722635,0.4625118512209871,$PEPE,hanscrypto,[reply],2,0
-0.0864680819780917,-0.0398116916581082,$PEPE,bzb,[reply],1,0
0.0738394404336096,-0.1462433799409691,$PEPE,6PXeZ8fjf,[reply],1,0
0.1261769675258664,-0.0336247892445041,$PEPE,6PXeZ8fjf,[reply],0,0
0.0376438165639777,-0.1236262614331283,$PEPE,belowmegay,[reply],1,0
0.276795428124968,-0.1225795016159375,$PEPE,G11,[reply],0,0
0.0100188254338054,0.1935167976234832,$PEPE,hanscrypto,[reply],2,0
